"serializedID","itemID","description","serial","colorName","sizeName","customerID","saleLineID","timeStamp"
"7327","0","Sean sold 2x presidio","","","","3934","0","2025-04-11T22:29:08+00:00"
"7328","0","Sean sold 2x presidio","","","","3934","0","2025-04-11T22:29:08+00:00"
"7329","0","Schwinn Meridian","","","","4311","0","2025-04-12T14:00:50+00:00"
"7330","0","Earth Crusier Blue","","","","4532","0","2025-04-12T14:30:31+00:00"
"7331","0","Sale","","","","4605","0","2025-04-12T14:59:56+00:00"
"7332","0","Robin Green","","","","871","0","2025-04-12T15:32:53+00:00"
"7333","0","fincure","","","","4606","0","2025-04-12T15:51:02+00:00"
"7334","0","Lectric Black","","","","4607","0","2025-04-12T16:39:02+00:00"
"7335","0","Lectric Black","","","","4607","0","2025-04-12T16:39:02+00:00"
"7336","0","Brompton Folding Red","","","","4473","0","2025-04-12T17:25:02+00:00"
"7337","0","Euphree","","white","","467","0","2025-04-12T17:53:20+00:00"
"7338","0","pedego","","black","","4608","0","2025-04-12T17:56:32+00:00"
"7339","0","Emojo Trike saddle","","","TRIKE SADDLE -AMAZON","2879","0","2025-04-16T16:07:34+00:00"
"7340","0","hiboy lite scooter","","black","","4474","0","2025-04-22T13:57:33+00:00"
"7341","0","Realm Black","","","","4609","0","2025-04-12T18:46:10+00:00"
"7342","0","Sean sold Jupiter and Mihogo RX 2.4","","","","3934","0","2025-04-12T20:40:14+00:00"
"7343","0","Sean+Nick Sale on the furecare used bike","","","","3934","0","2025-04-12T20:40:54+00:00"
"7344","0","Felt","","red","","4381","0","2025-04-13T14:32:11+00:00"
"7345","0","KuKirin scooter","","orange/black","FIX F","4381","0","2025-04-13T19:25:32+00:00"
"7346","0","No name ebike ","","black","","4381","0","2025-04-13T14:50:12+00:00"
"7347","0","Schwinn Black/Blue","","","3 SPEED SHIFTER -AMAZON","4610","0","2025-04-14T18:23:31+00:00"
"7348","0","Pedego","","Silver","","4611","0","2025-04-13T15:35:27+00:00"
"7349","0","Wheelchair tubes?","","","","3934","0","2025-04-13T16:08:31+00:00"
"7350","0","24x1 3/8 SOLID tires","","","WHEELCHAIR","3934","0","2025-04-14T19:02:18+00:00"
"7351","0","Funhang Blakc","","","","4612","0","2025-04-13T19:04:20+00:00"
"7352","0","Euphree Robin","","","","4613","0","2025-04-13T20:13:13+00:00"
"7353","0","Euphree City Robin ","","White","","802","0","2025-04-14T13:57:44+00:00"
"7354","0","yocle","","black","","1492","0","2025-04-14T14:26:51+00:00"
"7355","0","Euphree City Robin X+","","White, Black","NEW PURCHASE","4614","0","2025-04-14T16:51:57+00:00"
"7356","0","Cuybike ","","green","","4615","0","2025-04-14T15:25:30+00:00"
"7357","0","Specialized","","gray","","4616","0","2025-04-14T16:16:26+00:00"
"7358","0","Addmotor trike","","green","","4617","0","2025-04-14T17:49:46+00:00"
"7359","0","Big Sur ","","black","TUESDAY SEND AGAIN","4618","0","2025-04-14T17:59:37+00:00"
"7360","0","Wheel","","","","3721","0","2025-04-14T18:27:56+00:00"
"7361","0","Specialized","","","","4365","0","2025-04-14T18:38:00+00:00"
"7362","0","Likebike Black","","","","4619","0","2025-04-14T18:56:36+00:00"
"7363","0","Likebike Black","","","","4619","0","2025-04-14T18:56:36+00:00"
"7364","0","Ancheer","","Black","","4620","0","2025-04-14T19:27:08+00:00"
"7365","0","700x18-25 Presta","","","","4000","0","2025-04-14T19:28:15+00:00"
"7366","0","Vintage Ebike","","","BILL SENT TO COMPANY","4621","0","2025-05-10T16:35:48+00:00"
"7367","0","26x4 Front Wheel","","","","4622","0","2025-04-14T20:02:24+00:00"
"7368","0","26x4 Front Wheel","","","","4622","0","2025-04-14T20:02:24+00:00"
"7369","0","Emojo Streedrod","","","","4623","0","2025-04-14T20:32:12+00:00"
"7370","0","Emojo Streedrod","","","","4623","0","2025-04-14T20:32:12+00:00"
"7371","0","Trek","","White","","4381","0","2025-04-14T21:28:17+00:00"
"7372","0","Senada","","Black","","4102","0","2025-04-15T14:10:29+00:00"
"7373","0","Fucare","","Yellow","","4432","0","2025-04-15T14:17:17+00:00"
"7374","0","Child's Bike","","Red","","4025","0","2025-04-15T14:18:40+00:00"
"7375","0","Euphree","","Blue","","802","0","2025-04-15T14:57:34+00:00"
"7376","0","Trek","","Black","I LEFT A VOICEMAIL","621","0","2025-04-26T19:26:55+00:00"
"7377","0","Northhrock","","White","","1571","0","2025-04-15T15:34:18+00:00"
"7378","0","Big Sur Large","","Black","","4618","0","2025-04-15T15:59:33+00:00"
"7379","0","Wheel","","silver","","4624","0","2025-04-15T16:00:48+00:00"
"7380","0","Senada","","Black","","3748","0","2025-04-15T16:47:31+00:00"
"7381","0","Townie","","Red","","4625","0","2025-04-15T18:05:31+00:00"
"7382","0","Realm","","Black","","4609","0","2025-04-15T18:26:54+00:00"
"7383","0","Post adapters CALL IMMEDIATELY WHEN ARRIVE","","","2X SEATPOST ADAPTERS -AMAZON","556","0","2025-04-22T13:53:49+00:00"
"7384","0","Euphree Black","","","","4217","0","2025-04-15T19:06:46+00:00"
"7385","0","Lectric ","","","","3135","0","2025-04-15T19:40:17+00:00"
"7386","0","Lectric ","","Black","","3135","0","2025-04-15T19:40:19+00:00"
"7387","0","Cycle","","","","4008","0","2025-04-15T19:44:19+00:00"
"7388","0","Cycle","","Black","","4008","0","2025-04-15T19:44:22+00:00"
"7389","0","Emojo","","Black","","3957","0","2025-04-15T20:41:54+00:00"
"7390","0","HppyRun","","","DYSPLAY ORDER FROM THE COMPANY","4626","0","2025-04-15T22:03:42+00:00"
"7391","0","Sean sold streetrod ","","","","3934","0","2025-04-16T00:07:26+00:00"
"7392","0","wheel","","","","4627","0","2025-04-16T14:01:48+00:00"
"7393","0","nienbot","","Black","","4628","0","2025-04-16T14:09:56+00:00"
"7394","0","Wheel","","","","1424","0","2025-04-16T14:42:18+00:00"
"7395","0","haffy","","green","","4629","0","2025-04-16T14:46:52+00:00"
"7396","0","Hollywood Destination-E Rack","","","","4543","0","2025-04-21T18:14:36+00:00"
"7397","0","skut","","Black","","4630","0","2025-04-16T18:59:07+00:00"
"7398","0","wheel","","","","4631","0","2025-04-16T19:16:26+00:00"
"7399","0","Deep power mini E bike","","black","","3024","0","2025-04-16T20:06:56+00:00"
"7400","0","wheel","","","","4624","0","2025-04-16T21:35:22+00:00"
"7401","0","Talaria","","red","","1207","0","2025-04-16T21:26:59+00:00"
"7402","0","Wheel","","","","4632","0","2025-04-17T14:05:37+00:00"
"7403","0","Espin","","Blue","","4633","0","2025-04-17T14:23:57+00:00"
"7404","0","Mukkpet","","Black","","4422","0","2025-04-17T16:00:44+00:00"
"7405","0","Caroma","","White","","4635","0","2025-04-17T17:19:04+00:00"
"7406","0","Amyet","","","","4634","0","2025-04-17T17:29:24+00:00"
"7407","0","Jamis","","Blue ","","4636","0","2025-04-17T18:07:17+00:00"
"7408","0","Wheel","","","","4637","0","2025-04-17T18:14:32+00:00"
"7409","0","Two 7sp Drifters","","Black/Coral","","4638","0","2025-04-17T19:15:52+00:00"
"7410","0","Outroad","","blue","","4639","0","2025-04-17T19:26:01+00:00"
"7411","0","Mihogo Orange","","","","2427","0","2025-04-17T19:48:58+00:00"
"7412","0","Chase Sold 2x Drifters","","","","3934","0","2025-04-17T19:58:26+00:00"
"7413","0","Wheel","","","","4002","0","2025-04-18T14:06:12+00:00"
"7414","0","Huffy","","blue","","4641","0","2025-04-18T14:21:38+00:00"
"7415","0","scooter","","","","4640","0","2025-04-18T14:45:41+00:00"
"7416","0","70/80-6.5 Scooter Tires","","","","4642","0","2025-04-18T15:28:17+00:00"
"7417","0","G60 Black","","","","4643","0","2025-04-18T15:58:05+00:00"
"7418","0","Sale","","","","4644","0","2025-04-18T16:27:47+00:00"
"7419","0","AVenton White","","","","4645","0","2025-04-18T17:15:28+00:00"
"7420","0","Donglite","","Black","","4646","0","2025-04-18T17:15:47+00:00"
"7421","0","Ariel Rider","","black","CUSTOM WIRE CHARGER","2375","0","2025-04-18T20:56:10+00:00"
"7422","0","Euphree sale","","","","4613","0","2025-04-18T18:14:47+00:00"
"7423","0","Euphree Falcon+Robin","","","","4613","0","2025-04-18T18:55:29+00:00"
"7424","0","Ranger + Hiboy","","","","4644","0","2025-04-18T18:55:45+00:00"
"7425","0","Sean sold White Robin + Black MS Falcon","","","","3934","0","2025-04-18T19:28:58+00:00"
"7426","0","Sean sold Hiboy EX6 + Ranger","","","","3934","0","2025-04-18T19:29:35+00:00"
"7427","0","Rear flat","","","","4647","0","2025-04-18T19:32:44+00:00"
"7428","0","addmotor cargo bike","","","","4648","0","2025-04-19T14:01:08+00:00"
"7429","0","Sohamo White","","","","4649","0","2025-04-18T21:11:24+00:00"
"7430","0","Swastorn White + Battery","","","BAD BATTERY","4651","0","2025-04-20T19:19:24+00:00"
"7431","0","VSF20 Black","","","","4652","0","2025-04-19T14:20:54+00:00"
"7432","0","Retrospec aqua","","","","4653","0","2025-04-19T14:30:58+00:00"
"7433","0","Mihogo RX 2.4","","","","3934","0","2025-04-19T16:22:55+00:00"
"7434","0","Earth Cruiser Highbar 1/2","","","(TUNES DONE,SET UP DELVERY AND PAYMENT","4654","0","2025-04-20T19:16:48+00:00"
"7435","0","Earth Cruiser ST 2/2","","","(TUNES DONE,SET UP DELVERY AND PAYMENT","4654","0","2025-04-20T19:16:30+00:00"
"7436","0","Vivi","","black","","4655","0","2025-04-19T18:22:44+00:00"
"7437","0","Freesky Black","","","","3601","0","2025-04-19T18:33:20+00:00"
"7438","0","suron","","","","4656","0","2025-04-20T14:23:33+00:00"
"7439","0","suron","","black","","4656","0","2025-04-20T14:23:37+00:00"
"7440","0","Sailnovo 1/2","","Black","","2658","0","2025-04-20T15:20:02+00:00"
"7441","0","telmo 2/2","","Black","","2658","0","2025-04-20T15:39:29+00:00"
"7442","0","Haoqui","","","","3099","0","2025-04-20T16:22:38+00:00"
"7443","0","Haoqui","","Black","","3099","0","2025-04-20T16:22:41+00:00"
"7444","0","Amyet","","Black","","4509","0","2025-04-20T16:30:09+00:00"
"7445","0","Sohamo","","","","4649","0","2025-04-20T18:10:43+00:00"
"7446","0","Sohamo","","Black","","4649","0","2025-04-20T18:10:47+00:00"
"7447","0","Hiboy s2 max (not here)","","","","4142","0","2025-04-24T13:17:22+00:00"
"7448","0","nick sold that damaged hiboy c1","","","","3934","0","2025-04-20T20:23:34+00:00"
"7449","0","MIhogo","","Blue","","4658","0","2025-04-21T14:10:14+00:00"
"7450","0","Magnum","","green","","4657","0","2025-04-21T14:39:02+00:00"
"7451","0","Isla Vista","","Green","","4659","0","2025-04-21T14:46:23+00:00"
"7452","0","wheel","","","","403","0","2025-04-21T15:43:54+00:00"
"7453","0","INSULATED GROCERY BAG -AMAZON","","","","4311","0","2025-04-22T13:56:18+00:00"
"7454","0","E-com","","Silver","","4215","0","2025-04-21T18:13:36+00:00"
"7455","0","Cannondale ","","Black","","3295","0","2025-04-21T20:36:34+00:00"
"7456","0","2x Earth Cruisers","","","","4654","0","2025-04-21T18:59:48+00:00"
"7457","0","Diamondback Green","","","","4660","0","2025-04-21T20:10:56+00:00"
"7458","0","Trek Navigator","","Silver","","3934","0","2025-04-21T20:19:14+00:00"
"7459","0","Townie","","silver","","3934","0","2025-04-21T20:19:45+00:00"
"7460","0","Hiboy EX6 / Mihogo RX 2.4","","","","3024","0","2025-04-21T21:14:25+00:00"
"7461","0","Jetson","","Black","","3765","0","2025-04-21T21:54:40+00:00"
"7462","0","Hiboy S2 pro","","","BELL BRAKE LEVER -HIBOY","3934","0","2025-04-22T13:57:21+00:00"
"7463","0","Brown Bags","","","","4000","0","2025-04-21T22:17:58+00:00"
"7464","0","Mihogo RX-2.4","","","FRONT FORK -MIHOGO","3934","0","2025-04-22T13:50:58+00:00"
"7465","0","Hiboy S2","","","","4215","0","2025-04-22T13:59:04+00:00"
"7466","0","Battery","","","","4661","0","2025-04-22T14:13:32+00:00"
"7467","0","Infinite","","Black","","4662","0","2025-04-22T14:29:19+00:00"
"7468","0","Trek","","gray","FIRST UP WEDNESDAY NOONISH","4663","0","2025-04-22T14:54:48+00:00"
"7469","0","Aventon","","black","","2042","0","2025-04-22T15:00:28+00:00"
"7470","0","Crank Puller CCP-44","","","","4632","0","2025-04-22T16:42:34+00:00"
"7471","0","Freesky","","Green","","1440","0","2025-04-22T21:13:53+00:00"
"7472","0","Snapcycle Pegasus","","white","","430","0","2025-04-22T18:26:45+00:00"
"7473","0","Velowave Breeze T","","Gray","","4664","0","2025-04-22T19:02:44+00:00"
"7474","0","WildSyde","","Black","","4665","0","2025-04-22T19:33:29+00:00"
"7475","0","Rattan","","black","","1322","0","2025-04-22T20:06:43+00:00"
"7476","0","Euphree Falcon ST ","","Blue ","CUSTOM","4666","0","2025-04-22T21:38:32+00:00"
"7477","0","PuckiPuppy","","BY THURSDAY ","","4667","0","2025-04-22T21:25:55+00:00"
"7478","0","Aventon ","","","","4668","0","2025-04-23T14:14:28+00:00"
"7479","0","La Jolla cruiser","","black/orange","","4669","0","2025-04-23T14:29:01+00:00"
"7480","0","Bonita Bay Police Force","","","","4326","0","2025-04-23T15:20:41+00:00"
"7481","0","Trek Townie 3","","Silver","RENTAL","4670","0","2025-04-23T15:49:03+00:00"
"7482","0","Jupiter","","Silver","","4671","0","2025-04-24T19:58:44+00:00"
"7483","0","trek carbon","","black","BY FRIDAY","4672","0","2025-04-23T16:22:23+00:00"
"7484","0","Jetson","","Black","","4673","0","2025-04-23T16:49:13+00:00"
"7485","0","Super 73","","black","","4676","0","2025-04-23T20:44:35+00:00"
"7486","0","Scute scooter","","","BY FRIDAY","4677","0","2025-04-23T20:45:33+00:00"
"7487","0","Shwinn cruiser","","red","THURS PICKUP","4678","0","2025-04-23T20:30:03+00:00"
"7488","0","Shwinn trike(not here)","","red","FRITZ FRIDAY 10AM","4311","0","2025-04-24T13:16:57+00:00"
"7489","0","Destination E","","","DEPOSIT ON FILE ","4472","0","2025-05-27T17:36:06+00:00"
"7490","0","Mihogo RX-2.4 DAMAGED","","","HE PUT DOWN $120","4602","0","2025-04-30T16:56:24+00:00"
"7491","0","Euphree","","","","1262","0","2025-04-24T15:10:25+00:00"
"7492","0","Hiland","","White","","1275","0","2025-04-24T15:29:06+00:00"
"7493","0","EUY","","","","4679","0","2025-04-24T15:44:46+00:00"
"7494","0","Aventon","","Blue","","4668","0","2025-04-24T16:44:47+00:00"
"7495","0","Milano","","Black","","2993","0","2025-04-24T17:59:32+00:00"
"7496","0","Giant E-Bike","","Black","","4680","0","2025-04-24T18:08:38+00:00"
"7497","0","Santa Cruz","","Black","","4681","0","2025-04-24T18:19:35+00:00"
"7498","0","Euphree Robin X+","","Blue","","4682","0","2025-04-24T19:05:17+00:00"
"7499","0","Ybike","","Black","","4355","0","2025-04-25T13:59:57+00:00"
"7500","0","Schwinn","","Red","","677","0","2025-04-28T20:44:25+00:00"
"7501","0","Euphree","","Black","","4683","0","2025-04-25T14:30:07+00:00"
"7502","0","miohogo ","","orange","","2427","0","2025-04-25T14:44:11+00:00"
"7503","0","hiboy","","Black","","3401","0","2025-04-25T14:55:40+00:00"
"7504","0","vivi","","white","","1326","0","2025-04-25T16:36:59+00:00"
"7505","0","cruiser ","","blue","","4684","0","2025-04-25T16:54:23+00:00"
"7506","0","Snapcycle","","grey","","218","0","2025-04-25T17:34:39+00:00"
"7507","0","wheel","","","","4685","0","2025-04-25T17:45:55+00:00"
"7508","0","nick & vic tag-teamed that addmotor trike sale","","","","3934","0","2025-04-25T19:00:28+00:00"
"7509","0","mihogo `","","Green","","4686","0","2025-04-25T20:20:09+00:00"
"7510","0","Hampton Black","","","","4687","0","2025-04-25T21:00:10+00:00"
"7511","0","Hampton Black","","","","4687","0","2025-04-25T21:00:10+00:00"
"7512","0","jetson","","Black","","4688","0","2025-04-25T21:34:07+00:00"
"7513","0","Trek White/Black","","","","4689","0","2025-04-25T21:59:46+00:00"
"7514","0","Trek White/Black","","FIRST SUNDAY","","4689","0","2025-04-27T11:15:37+00:00"
"7515","0","Townie","","","","3934","0","2025-04-25T22:05:31+00:00"
"7516","0","Tamobyke","","black","","4690","0","2025-04-26T13:51:46+00:00"
"7517","0","Brown ebike","","","","4691","0","2025-04-26T13:54:59+00:00"
"7518","0","Lectric black","","","","1213","0","2025-04-26T14:08:47+00:00"
"7519","0","cannondale","","black","","354","0","2025-04-26T14:10:31+00:00"
"7520","0","Nishiki","","blue","","2045","0","2025-04-26T14:16:51+00:00"
"7521","0","Happyrun","","red","","4692","0","2025-04-26T14:30:24+00:00"
"7522","0","Arisitan M-360 2","","","","4674","0","2025-04-26T15:08:54+00:00"
"7523","0","Trek ","","","","4265","0","2025-04-26T15:14:59+00:00"
"7524","0","Rideon","","black","","4578","0","2025-04-26T15:20:46+00:00"
"7525","0","lectric","","black/blue","MONDAY PICKUP","4693","0","2025-04-26T15:55:53+00:00"
"7526","0","Harley-davidson","","black","","213","0","2025-04-26T15:48:49+00:00"
"7527","0","Weize cruiser","","white","","1658","0","2025-04-26T15:49:21+00:00"
"7528","0","Schwinn Grey","","","","4694","0","2025-04-26T16:33:56+00:00"
"7529","0","Ancheer","","black/blue","","4695","0","2025-04-26T17:03:18+00:00"
"7530","0","Mihogo Green","","","","2910","0","2025-04-26T17:35:56+00:00"
"7531","0","Hamtpon Black","","","","4687","0","2025-04-26T17:50:16+00:00"
"7532","0","Hampton Black","","","","4687","0","2025-04-28T13:59:34+00:00"
"7533","0","Rockshark","","","","4696","0","2025-04-26T18:06:42+00:00"
"7534","0","Rockshark","","gray/orange","","4696","0","2025-04-26T18:06:55+00:00"
"7535","0","Huffy","","","","4697","0","2025-04-26T19:14:51+00:00"
"7536","0","72v Battery","","black","","4698","0","2025-04-26T19:23:54+00:00"
"7537","0","Super 73","","","MON PICKUP","4699","0","2025-04-26T19:40:55+00:00"
"7538","0","sale","","","","4700","0","2025-04-27T14:54:58+00:00"
"7539","0","Sean sold stinson red","","","","3934","0","2025-04-27T14:57:36+00:00"
"7540","0","LikeBike","","Black","","4619","0","2025-04-27T15:27:36+00:00"
"7541","0","Fuji Brown","","","","2045","0","2025-04-27T16:06:40+00:00"
"7542","0","Fuji Brown","","","","2045","0","2025-04-27T16:06:40+00:00"
"7543","0","Marin Stinson 2","","","","4703","0","2025-04-27T18:30:14+00:00"
"7544","0","tuttio","","orange","","4704","0","2025-04-27T19:22:32+00:00"
"7545","0","FunHang","","White","","4705","0","2025-04-28T14:05:14+00:00"
"7546","0","HiBoy S2","","Black","","4706","0","2025-04-28T14:21:38+00:00"
"7547","0","Wheel","","","","4707","0","2025-04-28T14:39:01+00:00"
"7548","0","Schwinn","","Red","","4678","0","2025-04-28T16:57:37+00:00"
"7549","0","Ariel Rider","","Black","","4323","0","2025-04-28T17:06:57+00:00"
"7550","0","Next","","Blue","","4708","0","2025-04-28T17:13:47+00:00"
"7551","0","Scooter","","Black","","4709","0","2025-04-28T17:33:42+00:00"
"7552","0","H-1 Pro Series Scooter","","Grey","","4710","0","2025-04-28T18:32:10+00:00"
"7553","0","Guts","","White","HYDRAULIC BRAKES -AMAZON","3974","0","2025-05-09T21:20:16+00:00"
"7554","0","Stellar Falcon Step-Thru","","Black Cherry","","4711","0","2025-04-28T19:15:18+00:00"
"7555","0","Stellar Falcon Step-Thru","","Black Cherry","","4711","0","2025-04-28T19:23:16+00:00"
"7556","0","Emojo Rod","","black","","4712","0","2025-04-28T19:28:46+00:00"
"7557","0","Chase sold One Stellar Falcon","","Black Cherry","","3934","0","2025-04-29T21:19:30+00:00"
"7558","0","Delivery 10:30am ","","","","4311","0","2025-04-28T20:51:41+00:00"
"7559","0","eBike Black","","","","4713","0","2025-04-28T21:05:06+00:00"
"7560","0","Hiboy P6","","Black","","2492","0","2025-04-29T13:59:16+00:00"
"7561","0","IScooter","","Black","","4714","0","2025-04-29T14:03:57+00:00"
"7562","0","V-SF20","","Black","","4652","0","2025-04-29T14:15:02+00:00"
"7563","0","Trek","","Red","","3846","0","2025-04-29T14:20:45+00:00"
"7564","0","Schwinn Trike","","Red","12:30 DELIVERY","4311","0","2025-05-01T14:42:53+00:00"
"7565","0","Sun Drifter","","lt blue","","1018","0","2025-04-29T15:11:24+00:00"
"7566","0","Pedago ","","Red","","101","0","2025-04-29T15:37:04+00:00"
"7567","0","Rideon","","black","","4715","0","2025-04-29T16:09:14+00:00"
"7568","0","Sun Drifter Front Wheel","","Seafoam","(NOT HERE)","4716","0","2025-04-29T21:22:07+00:00"
"7569","0","Fuji","","Green","","4717","0","2025-04-29T17:30:58+00:00"
"7570","0","Meelod","","Black","","4718","0","2025-04-29T19:53:12+00:00"
"7571","0","Schwinn","","Blue","WHEEL-JBI","4719","0","2025-04-30T20:02:35+00:00"
"7572","0","City Robin","","WHite","","4720","0","2025-04-29T18:08:38+00:00"
"7573","0","Euphree City Robin X+","","White","","4720","0","2025-04-29T18:14:19+00:00"
"7574","0","Northrock","","white/black","","241","0","2025-04-29T18:59:35+00:00"
"7575","0","Trek Black","","","WED PICKUP","4721","0","2025-04-29T19:36:39+00:00"
"7576","0","Bull","","","","4722","0","2025-04-29T20:02:30+00:00"
"7577","0","Chase sold One City Robin","","White","","3934","0","2025-04-29T20:28:53+00:00"
"7578","0","Wheel","","","WEDNESDAY","4723","0","2025-04-29T20:58:48+00:00"
"7579","0","Sean Sold One Emojo Bull","","Blue","","3934","0","2025-04-29T21:20:11+00:00"
"7580","0","Emojo Bull","","Blue","","4722","0","2025-04-29T21:23:11+00:00"
"7581","0","TamoBike","","Black","","4690","0","2025-04-29T21:35:20+00:00"
"7582","0","Magna","","blue","","4724","0","2025-04-30T14:16:56+00:00"
"7583","0","dirtbike wheel","","","","2562","0","2025-04-30T14:34:22+00:00"
"7584","0","Schwinn","","Black","","4725","0","2025-05-01T14:05:54+00:00"
"7585","0","Lectric","","Black","","4726","0","2025-04-30T16:38:46+00:00"
"7586","0","Treck","","Silver","","4727","0","2025-04-30T17:42:42+00:00"
"7587","0","Towie","","Green","","4625","0","2025-04-30T17:55:36+00:00"
"7588","0","isinwheel","","","","4728","0","2025-04-30T18:39:37+00:00"
"7589","0","Trek","","Red","","4729","0","2025-04-30T19:16:56+00:00"
"7590","0","poleeleik","","black","","4631","0","2025-04-30T19:54:48+00:00"
"7591","0","TotGuard","","Black","","1617","0","2025-04-30T20:42:47+00:00"
"7592","0","Novaro road","","red/white","","1249","0","2025-05-01T14:21:14+00:00"
"7593","0","Wheel","","","","4730","0","2025-05-01T14:36:27+00:00"
"7594","0","RadPower","","White","","96","0","2025-05-01T16:19:20+00:00"
"7595","0","Cruiser","","Green","","3934","0","2025-05-01T17:02:35+00:00"
"7596","0","Trek","","Silver/Green","","4727","0","2025-05-01T17:03:00+00:00"
"7597","0","Mihogo","","Silver","","4602","0","2025-05-01T17:38:42+00:00"
"7598","0","Edove","","White","","2764","0","2025-05-01T18:09:11+00:00"
"7599","0","GoTrax","","Black","","4731","0","2025-05-01T18:37:53+00:00"
"7600","0","Act best","","","","4732","0","2025-05-01T19:56:04+00:00"
"7601","0","Motorgoat Black","","","","3066","0","2025-05-02T22:42:15+00:00"
"7602","0","Black ebike","","","","4733","0","2025-05-01T20:29:23+00:00"
"7603","0","Black ebike","","","","4733","0","2025-05-01T20:29:23+00:00"
"7604","0","Touch Up Paint","","","","3934","0","2025-05-01T20:51:15+00:00"
"7605","0","Hiboy P7 Sale","","","","4734","0","2025-05-01T21:31:57+00:00"
"7606","0","Sean Sold a Hiboy P7","","Black","","3934","0","2025-05-01T21:35:11+00:00"
"7607","0","Ebike Motor","","","","4735","0","2025-05-01T22:55:32+00:00"
"7608","0","Senada","","black","","4102","0","2025-05-02T14:02:00+00:00"
"7609","0","KutKrink Scooter","","Orange","","4381","0","2025-05-02T19:20:46+00:00"
"7610","0","Schwinn cruiser ","","white","","4736","0","2025-05-02T17:53:41+00:00"
"7611","0","Mini Dirtbike","","black","","4698","0","2025-05-02T15:17:16+00:00"
"7612","0","Red sun trike(not here)","","red","TOUCH UP PAINT","4737","0","2025-05-02T16:32:50+00:00"
"7613","0","Hyper","","Black","","4738","0","2025-05-02T17:02:18+00:00"
"7614","0","Schwinn Ebike","","blue","","4739","0","2025-05-10T16:54:34+00:00"
"7615","0","Shwinn ebike","","blue","2/2","4739","0","2025-05-02T17:42:58+00:00"
"7616","0","StreetRod","","Red","","3546","0","2025-05-02T18:12:27+00:00"
"7617","0","Streetrod","","","","3546","0","2025-05-02T18:28:20+00:00"
"7618","0","Suron","","Black","","4740","0","2025-05-02T20:11:14+00:00"
"7619","0","trike","","","","4741","0","2025-05-03T14:11:31+00:00"
"7620","0","Lectric Black","","","","895","0","2025-05-03T14:57:09+00:00"
"7621","0","Giant","","black","","4742","0","2025-05-03T16:00:56+00:00"
"7622","0","Eingue","","black","","2512","0","2025-05-03T16:22:17+00:00"
"7623","0","cheetos","","","","1634","0","2025-05-03T17:08:38+00:00"
"7624","0","Kids Electric Black 1/2","","","AMAZON-TUBE 18""","4743","0","2025-05-11T18:42:07+00:00"
"7625","0","Kids Electric Orange 2/2","","","TIRE -AMAZON","4743","0","2025-05-13T14:13:58+00:00"
"7626","0","Scooter(in pieces)","","","","4744","0","2025-05-03T19:19:46+00:00"
"7627","0","Trek Blue grey","","","","4745","0","2025-05-04T13:59:09+00:00"
"7628","0","Trek Orange","","","","4745","0","2025-05-04T14:00:48+00:00"
"7629","0","Pack eBike into Box","","","GET PAYMENT","4718","0","2025-05-31T19:42:21+00:00"
"7630","0","pedego","","silver","","4611","0","2025-05-04T14:49:25+00:00"
"7631","0","Pedego(not here)","","silver","TIRES-JBI","4611","0","2025-05-04T15:16:03+00:00"
"7632","0","Schwinn Blue","","","","4746","0","2025-05-04T15:30:08+00:00"
"7633","0","Madera Purple","","","","4746","0","2025-05-04T15:31:56+00:00"
"7634","0","Madera Purple","","","","4746","0","2025-05-04T15:31:56+00:00"
"7635","0","Wheel","","","","4747","0","2025-05-04T15:34:13+00:00"
"7636","0","trek gravel","","black","","4748","0","2025-05-04T16:27:29+00:00"
"7637","0","Wheel","","","","4749","0","2025-05-04T16:28:57+00:00"
"7638","0","2x Euphree City Robin X+","","","","4750","0","2025-05-09T16:32:07+00:00"
"7639","0","Trailer","","","","4746","0","2025-05-04T19:39:51+00:00"
"7640","0","Townie Silver","","","","3934","0","2025-05-04T20:12:13+00:00"
"7641","0","Trek Navigator 2.0","","","","3934","0","2025-05-04T20:13:59+00:00"
"7642","0","Tuesday Green","","","","3934","0","2025-05-04T20:14:28+00:00"
"7643","0","Cannondale Yellow","","","","3934","0","2025-05-04T20:14:48+00:00"
"7644","0","Cannondale Yellow","","","","3934","0","2025-05-04T20:14:48+00:00"
"7645","0","Marin Blue","","","","3934","0","2025-05-04T20:15:03+00:00"
"7646","0","Marin Blue","","","","3934","0","2025-05-04T20:15:03+00:00"
"7647","0","LikeBike","","Blue","","4228","0","2025-05-05T13:57:14+00:00"
"7648","0","Wheel","","","","4637","0","2025-05-05T14:02:57+00:00"
"7649","0","Schwinn","","White","","4751","0","2025-05-05T15:14:21+00:00"
"7650","0","Giant","","silver","WEDNESDAY","4752","0","2025-05-05T18:51:39+00:00"
"7651","0","Isinweel","","Black","","3924","0","2025-05-05T15:23:06+00:00"
"7652","0","Wheel","","","","4753","0","2025-05-05T16:23:21+00:00"
"7653","0","Wheel","","","","4753","0","2025-05-05T16:23:22+00:00"
"7654","0","Ancheer","","","","4418","0","2025-05-05T16:37:34+00:00"
"7655","0","Ancheer","","Black","","4418","0","2025-05-05T16:37:37+00:00"
"7656","0","Battery","","","","1752","0","2025-05-05T16:39:04+00:00"
"7657","0","Robin battery","","","LEAVING FRIDAY MORNING","1752","0","2025-05-05T16:45:19+00:00"
